      Unix Time              Julian Date        RA      BorS            DEC     MSDPK                   DETPOW             MEANPOW       FINECHAN       COARCHID          ifreq
     1433869512           2457183.250000   6.13926        12         12.516         0        2019582336.000000     89341696.000000          44278             67        315.912
     1433869512           2457183.250000   6.13926        12         12.516         0        7002613248.000000     63691520.000000          56174            151        325.109
     1433869512           2457183.250000   6.13926        12         12.516         0        1879091840.000000     58125568.000000          56174            152        325.219
     1433869512           2457183.250000   6.13926        12         12.516         0       13600899072.000000    104001216.000000          22570            197        330.113
     1433869512           2457183.250000   6.13926        12         12.516         0        2650153216.000000    104049216.000000          22572            197        330.113
     1433869512           2457183.250000   6.13926        12         12.516         0       71454916608.000000    137860640.000000              0            252        336.109
     1433869512           2457183.250000   6.13926        13         12.516         0        3410976000.000000    155385024.000000              0             28        311.609
     1433869512           2457183.250000   6.13926        13         12.516         0        9086651392.000000     77485824.000000          56174            151        325.109
     1433869512           2457183.250000   6.13926        13         12.516         0        2877095424.000000     72024064.000000          56174            152        325.219
     1433869512           2457183.250000   6.13926        13         12.516         0      676996186112.000000    485225920.000000              0            252        336.109
     1433869514           2457183.250000     6.135         0        12.4578         0        2896617728.000000     61250816.000000          56174            151        325.109
     1433869514           2457183.250000     6.135         0        12.4578         0       87361323008.000000    138784240.000000              0            252        336.109
     1433869514           2457183.250000     6.135         1        12.4578         0        4856863744.000000     73424640.000000          56174            151        325.109
     1433869514           2457183.250000     6.135         1        12.4578         0        1643457408.000000     71934208.000000          56174            152        325.219
     1433869514           2457183.250000     6.135         1        12.4578         0      747765825536.000000    479326496.000000              0            252        336.109
     1433869514           2457183.250000   6.13344         2        12.5586         0        7176018432.000000    116229632.000000          56174            151        325.109
     1433869514           2457183.250000   6.13344         2        12.5586         0      865961836544.000000    596454336.000000              0            252        336.109
     1433869514           2457183.250000   6.13344         2        12.5586         0        5816537600.000000    157337856.000000          25492            252        336.131
     1433869514           2457183.250000   6.13344         3        12.5586         0        4118248960.000000    194069504.000000          44278             67        315.912
     1433869514           2457183.250000   6.13344         3        12.5586         0        5298919936.000000    194033152.000000          44279             67        315.912
     1433869514           2457183.250000   6.13344         3        12.5586         0       56072433664.000000    226245344.000000              0            252        336.109
     1433869514           2457183.250000   6.12861         4        12.5008         0        3973470464.000000    172591104.000000         120041            150        3908.94
     1433869514           2457183.250000   6.12861         4        12.5008         0      103857864704.000000    215628880.000000              0            252        336.109
